Index,vars,utterance,Fitness_answer_fitness,Fitness_content_fitness,Fitness_distance,Critical
19,"[0.450635829261988, 0.6126381696553987, 0.7738551942373023, 0.007466047412854504, 0.5402131748171369, 0.11785597821799848]","Can you find a low-priced French restaurant with parking, huh?",1.0,1.0,-0.0,0
20,"[0.0485556196896022, 0.7473246851579926, 0.20803244638948473, 0.29462553914187045, 0.5908606654151349, 0.5079313665734966]","Hey, where's the nearest bakery around here?",1.0,1.0,-0.0,0
21,"[0.19057723470540444, 0.18398754389306962, 0.7704096675988861, 0.3854935624888827, 0.4901991031301334, 0.671039471650853]",Locate a medium-priced supermarket that accepts credit cards.,1.0,1.0,-0.0,0
22,"[0.32358107432391586, 0.22833759230473263, 0.4822197079506614, 0.3266988215421856, 0.8291008617455242, 0.4814418474145405]",Could you find a low-priced Chinese restaurant with a decent rating?,1.0,1.0,-0.0,0
23,"[0.5486386853432907, 0.3472663996290037, 0.48901186876318353, 0.2566362792158786, 0.5664935483967195, 0.020796162233720272]","Can you find a low-priced German restaurant with parking, like, 4 stars?",1.0,1.0,-0.0,0
24,"[0.3744802385652438, 0.2615800462936884, 0.8349022043393163, 0.0990311075563518, 0.06217280664708577, 0.3006712073104835]","Find a Vietnamese cafe with parking, credit card accepted.",1.0,1.0,-0.0,0
25,"[0.08072869634412605, 0.43882850254110944, 0.9699938375121344, 0.5003581506553599, 0.5207027526723786, 0.42360661155420526]","Could you help me find a supermarket nearby, please?",0.8,1.0,-0.0,0
26,"[0.09553692437528516, 0.6873149713405167, 0.5430863842311406, 0.683759996363408, 0.8249305192196079, 0.42327619552803325]",Could you help me find a high-end bakery nearby?,1.0,1.0,-0.0,0
27,"[0.3770173136675922, 0.6440062989468389, 0.8784424058250804, 0.2759306283671149, 0.31048391417717686, 0.4569844734825704]",Find a museum with a 3.5 rating and parking.,1.0,1.0,-0.0,0
28,"[0.5254433546842497, 0.9614508407456568, 0.030382749106679235, 0.5446331967606687, 0.0451159294385341, 0.7863364553937777]",Find a low-priced Turkish cafe with a 4-star rating.,1.0,1.0,-0.0,0
29,"[0.051712692134024456, 0.47815293145826526, 0.48234728884086636, 0.8606599595684592, 0.47159031128163675, 0.4847839008687911]",Could you please guide me to a bakery nearby?,1.0,1.0,-0.0,0
30,"[0.46345359333857156, 0.98, 0.47, 0.18, 0.43, 0.39]","Yo, get me a Thai cafe, 4 stars, mobile payment.",1.0,1.0,-0.0,0
31,"[0.15286400433097047, 0.64, 0.51, 0.23, 0.73, 0.92]",Locate a high-end supermarket with mobile payment options.,1.0,1.0,-0.0,0
32,"[0.2992345610694453, 0.15, 0.85, 0.23, 0.51, 0.27]","Could you point me to a bar with low prices and contactless payment, rated around 3.5?",0.4,1.0,-0.0,1
33,"[0.7424321132971446, 0.58, 0.41, 0.15, 0.02, 0.98]",Locate a pricey Greek eatery with a 4.5 score that takes credit cards.,1.0,1.0,-0.0,0
34,"[0.541058331500402, 0.28, 0.59, 0.39, 0.29, 0.09]",Locate a high-end cafe with a solid 4-star rating.,1.0,1.0,-0.0,0
35,"[0.10546717321609698, 0.63, 0.57, 0.09, 0.53, 0.05]","Could you locate a museum for me, please?",1.0,1.0,-0.0,0
36,"[0.5976985341468254, 0.41, 0.01, 0.04, 0.46, 0.19]","Locate a Turkish eatery with mobile payment, 4 stars, medium price.",0.4,1.0,-0.0,1
37,"[0.13876113245308305, 0.91, 0.93, 0.47, 0.82, 0.36]","Hey, can you point me to a nearby bakery?",0.9,1.0,-0.0,0
38,"[0.1431004083562563, 0.58, 0.41, 0.15, 0.01, 0.98]",Locate a high-end supermarket that accepts credit cards and has parking.,1.0,1.0,-0.0,0
39,"[0.4242786594912753, 0.98, 0.45, 0.81, 0.28, 0.39]","Could you, like, help me find a hotel with a solid 4-star rating and, you know, parking available?",1.0,1.0,-0.0,0
40,"[0.36207533109100387, 0.99, 0.47, 0.23, 0.28, 0.39]","Hey, show me a cafe with decent parking, yeah? Credit card's cool, 3.5 stars, medium price.",0.4,1.0,-0.0,1
41,"[0.4325409623001316, 0.0, 0.91, 0.52, 0.08, 0.36]","Could you locate a budget-friendly Mexican eatery that accepts cash and has parking, rated around 4 stars?",1.0,1.0,-0.0,0
42,"[0.1344134702400199, 0.15, 0.84, 0.03, 0.9, 0.92]",Kindly guide me to a supermarket that accepts contactless payment and has parking available.,1.0,1.0,-0.0,0
43,"[0.38959021899920415, 0.8, 0.28, 0.41, 0.81, 0.68]",Can you point me to a high-rated hotel with contactless payment and parking?,1.0,1.0,-0.0,0
44,"[0.4840009911107458, 0.29, 0.58, 0.38, 0.29, 0.05]","Locate a high-end Vietnamese cafe with contactless payment, 4 stars.",1.0,1.0,-0.0,0
45,"[0.06758111602494762, 0.29, 0.57, 0.09, 0.29, 0.05]","Locate a bakery nearby, if you would.",0.9,1.0,-0.0,0
46,"[0.4539394128892822, 0.53, 0.12, 0.06, 0.44, 0.21]","Get me a high-priced Chinese restaurant with mobile payment and a 4-star rating, parking available.",1.0,1.0,-0.0,0
47,"[0.07280593468378889, 0.01, 0.11, 0.48, 0.67, 0.28]",Could you assist me in locating a budget-friendly hotel nearby?,1.0,1.0,-0.0,0
48,"[0.18219532500371813, 0.58, 0.42, 0.15, 0.02, 0.98]",Locate a high-end supermarket with card payment and parking.,1.0,1.0,-0.0,0
49,"[0.4207474100284439, 0.84, 0.45, 0.81, 0.28, 0.34]","Could you please locate a low-cost Thai cafe with parking, rated 4 stars, and accepts credit cards?",1.0,1.0,-0.0,0
50,"[0.03880499083930444, 0.3986617225200134, 0.24683675856830004, 0.8954491759756937, 0.3780833983917874, 0.639739881212874]",Please direct me to a high-end bakery nearby.,1.0,1.0,-0.10048435105001563,0
51,"[0.7808230478175809, 0.58, 0.02, 0.04, 0.01, 0.19]","Get me a high-end Turkish restaurant, 4.5 stars, credit card accepted.",1.0,1.0,-0.07631141216977344,0
52,"[0.5062717861459409, 0.0, 0.13, 0.06, 0.09, 0.22]","Locate a high-end Turkish cafe that accepts cash, has a 4-star rating, and offers parking.",1.0,1.0,-0.05392682731686993,0
53,"[0.0361793778177681, 0.48, 0.97, 0.23, 0.3, 0.39]",Locate a decent cafe that accepts card payments.,1.0,1.0,-0.08528189512917383,0
54,"[0.21551989965141893, 0.15, 0.85, 0.23, 0.51, 0.92]",Locate a bar with contactless payment and a 3.5 rating.,1.0,1.0,-0.07808888180422535,0
55,"[0.06725570179291876, 0.42, 0.03, 0.26, 0.64, 0.15]","Hey, can you point me to a cheap bakery nearby?",0.9,1.0,-0.0968101019636558,0
56,"[0.08583070910014763, 0.15, 0.56, 0.09, 0.29, 0.05]",Locate a bakery with fair prices and decent reviews.,1.0,1.0,-0.08569128554721439,0
57,"[0.15754294222302934, 0.42, 0.36, 0.23, 0.23, 0.39]","Locate a cafe with decent parking, credit card's cool, medium price.",0.4,1.0,-0.07302506122753971,1
58,"[0.4395703918566304, 0.0, 0.48, 0.48, 0.03, 0.35]",Could you assist me in locating a restaurant with affordable prices and cash payment options?,1.0,1.0,-0.062401925185114226,0
59,"[0.11152213069533892, 0.15, 0.91, 0.32, 0.39, 0.26]","Locate a medium-priced bakery nearby, please.",1.0,1.0,-0.08408317240401919,0
60,"[0.2037787862509417, 0.17, 0.85, 0.23, 0.9, 0.18]",Could you locate a medium-priced bar that accepts mobile payments and has a 3.5-star rating?,1.0,1.0,-0.07198990863957233,0
61,"[0.5738617165858853, 0.58, 0.34, 0.05, 0.02, 0.08]","Get me a Greek eatery, 4 stars, card only.",1.0,1.0,-0.07633533941170367,0
62,"[0.4522552266129676, 0.01, 0.91, 0.46, 0.08, 0.36]","Please locate a budget-friendly Mexican eatery with contactless payment and available parking, rated four stars.",1.0,1.0,-0.017958322086086942,0
63,"[0.17299999601906102, 1.0, 0.95, 0.51, 0.27, 0.39]","Hey, can you lead me to a cafe with solid parking? Card's fine, around 3.5 stars.",1.0,1.0,-0.07890496864741225,0
64,"[0.3158020865298503, 0.15, 0.85, 0.21, 0.9, 0.92]","Please find a museum with a decent rating, around 3.5.",1.0,1.0,-0.08158893405217027,0
65,"[0.6748191617834819, 0.42, 0.0, 0.25, 0.47, 0.15]","Get me an American restaurant with credit card payment, 4.5 stars, and parking available.",1.0,1.0,-0.05099950185603086,0
66,"[0.2308657120222563, 0.15, 0.58, 0.24, 0.28, 0.27]",Locate a bar with a 3.5 star rating nearby.,1.0,1.0,-0.07787551790043679,0
67,"[0.13228675436535292, 0.98, 0.98, 0.5, 0.29, 0.39]","Hey, could you point me to a supermarket with card payment, yeah?",1.0,1.0,-0.10569673295405213,0
68,"[0.4311339134694525, 0.01, 0.48, 0.7, 0.06, 0.76]",Please guide me to a museum that has a 4-star rating and offers parking.,1.0,1.0,-0.06546079940305505,0
69,"[0.4815980826368813, 0.37, 0.49, 0.25, 0.57, 0.02]","Can you, like, show me a cheap German spot with parking, around 4 stars?",1.0,1.0,-0.06741762289844755,0
70,"[0.2532869487148278, 0.15, 0.85, 0.25, 0.94, 0.92]","Find a low-priced Turkish restaurant with contactless payment, around 3.5 stars.",1.0,1.0,-0.0622752618387824,0
71,"[0.4235266120760364, 0.23590859887475701, 0.5300003857001669, 0.6202101029181399, 0.8055761631148934, 0.22283697671938113]",Could you please guide me to a museum with a 4-star rating and available parking?,1.0,1.0,-0.06991668029773002,0
72,"[0.3224636880052405, 0.806055526053047, 0.6399602400453313, 0.06085689772182952, 0.3173674642450339, 0.9841468730715881]","Find me a middle eastern cafe, cash only, 3.5 stars, parking available.",1.0,1.0,-0.061641364391161524,0
73,"[0.31690611060012996, 0.684827455283382, 0.0445834609336693, 0.4918578289281502, 0.734389541178722, 0.23430043764918185]","Hey, can you find me a low-priced Mexican restaurant with a 3.5 rating that takes credit cards?",1.0,1.0,-0.04661880002514929,0
74,"[0.17352195969668271, 0.6023907003045585, 0.033394081234554895, 0.9703842866664337, 0.31337270754202784, 0.6956495009127901]",Please direct me to a low-priced supermarket with parking.,1.0,1.0,-0.06617017244128687,0
75,"[0.09262015556424326, 0.48824685886100966, 0.8605747548626318, 0.7468944050045518, 0.5588783921373401, 0.4448744810428471]",Could you help me find a medium-priced bakery nearby?,1.0,1.0,-0.09713298648162383,0
76,"[0.005759618106856851, 0.18624343086077777, 0.2323620871835405, 0.8103596376958294, 0.5623798661881189, 0.9023585024407754]",Could you please direct me to a museum with available parking?,1.0,1.0,-0.09681028199052166,0
77,"[0.0024952096391255285, 0.8278291773179199, 0.41204173893171225, 0.059068678355861826, 0.6733070276154294, 0.16418318520542247]","Hey, where's a cheap supermarket that takes contactless?",1.0,1.0,-0.10138952423668113,0
78,"[0.03446316507826851, 0.1, 0.91, 0.32, 0.39, 0.26]",Direct me to a medium-priced bakery with decent ratings.,1.0,1.0,-0.08344720977725661,0
79,"[0.37563773644471177, 0.15, 0.58, 0.24, 0.27, 0.21]","Locate a bar nearby, with a 3.5 rating.",1.0,1.0,-0.08122331623243928,0
80,"[0.0087561351006403, 0.42, 0.38, 0.23, 0.29, 0.39]","Find a supermarket with decent parking, credit card's fine, medium prices.",1.0,1.0,-0.07604617286822801,0
81,"[0.0009055186981295621, 0.4, 0.28, 0.23, 0.3, 0.39]",Find a high-end cafe that takes cards.,1.0,1.0,-0.09223447545747421,0
82,"[0.2156687496919298, 0.13, 0.85, 0.23, 0.51, 0.27]","Could you direct me to a bar with affordable prices and contactless payment, rated around 3.5?",0.4,1.0,-0.07871495945889728,1
83,"[0.13652793083050102, 0.41, 0.03, 0.23, 0.68, 0.15]","Hey, can you direct me to a low-cost Turkish eatery nearby?",1.0,1.0,-0.08505662675024017,0
84,"[0.15608409298537196, 0.48, 0.98, 0.21, 0.9, 0.93]",Find a decent cafe that takes cards.,1.0,1.0,-0.09271775502743163,0
85,"[0.16786568638228344, 0.4, 0.26, 0.92, 0.38, 0.63]",Could you please guide me to a high-end restaurant nearby?,1.0,1.0,-0.09400156908689095,0
86,"[0.25689125089535164, 0.26, 0.93, 0.23, 0.51, 0.92]",Could you point me to a cafe with a 3.5 rating and available parking?,1.0,1.0,-0.07924841281355555,0
87,"[0.14092989786248522, 0.15, 0.56, 0.09, 0.29, 0.05]","Locate a low-priced bakery, if you would.",1.0,1.0,-0.08250593419419106,0
88,"[0.06713659921147824, 0.15, 0.91, 0.32, 0.39, 0.26]",Locate a nearby bakery with medium pricing.,1.0,1.0,-0.08863183728268487,0
89,"[0.2255807908002328, 0.2, 0.58, 0.24, 0.28, 0.27]",Locate a bar with a 3.5 rating and parking.,1.0,1.0,-0.07124621173149193,0
90,"[0.19742962146370135, 0.44, 0.36, 0.23, 0.23, 0.39]","Locate a supermarket with credit card payment, alright?",1.0,1.0,-0.09472251542901222,0
91,"[0.15969672974480748, 0.48, 0.97, 0.23, 0.3, 0.39]",Locate a fancy bakery around here.,1.0,1.0,-0.10212981509444363,0
92,"[0.1336906226138379, 0.15, 0.85, 0.23, 0.51, 0.94]",Could you point me to a low-priced bakery?,1.0,1.0,-0.09118914099055164,0
93,"[0.1383177493159028, 0.42, 0.03, 0.26, 0.64, 0.11]","Hey, can you find a low-priced bakery around here?",1.0,1.0,-0.08811985975095238,0
94,"[0.12121349966878799, 0.41, 0.85, 0.23, 0.31, 0.39]","Locate a cafe that accepts card payments, alright?",1.0,1.0,-0.09325701925145413,0
95,"[0.05256915508048159, 0.4, 0.25, 0.9, 0.38, 0.64]",Could you kindly locate a high-end bakery nearby?,1.0,1.0,-0.10305017512459624,0
96,"[0.0029871844523870345, 0.16, 0.82, 0.24, 0.51, 0.41]","Could you direct me to a bar with decent parking, accepting credit cards, and reasonably priced?",0.4,1.0,-0.07807891573970993,1
97,"[0.16205068431058137, 0.15, 0.56, 0.09, 0.29, 0.05]","Locate a bakery that’s affordable, if you please.",0.9,1.0,-0.08807090429461006,0
98,"[0.13359590976318703, 0.5812195374943587, 0.6110864426065785, 0.4848507081711365, 0.6759452568491147, 0.20691244374668044]",Could you help me find a low-priced bakery nearby?,0.5,1.0,-0.0899253452601041,1
99,"[0.13863429580333075, 0.28230960327194676, 0.4578611361367457, 0.7268010446654577, 0.9382849310178867, 0.900986184468527]",Could you please direct me to a high-end supermarket?,1.0,1.0,-0.10837640752708488,0
100,"[0.26942813256476555, 0.5327627958085323, 0.9276987322283436, 0.01900284180728609, 0.6750764967499886, 0.16669439180076084]","Can you find a high-priced Indian cafe with parking, eh?",1.0,1.0,-0.08396087262028207,0
101,"[0.37587197835336245, 0.9341904008608813, 0.15016210800203694, 0.48458548948363145, 0.9160569682179037, 0.4107024255470127]","Hey, can you find a museum with a 3.5 rating and parking?",1.0,1.0,-0.08050338012854685,0
102,"[0.7055259939623981, 0.16007978903709424, 0.8460199677253777, 0.22065937003911007, 0.8862335683644968, 0.41177711298448244]","Could you find a cafe with Japanese food, cash only, rated 4.5?",1.0,1.0,-0.07032544059208523,0
103,"[0.13975972109306323, 0.10753569886483101, 0.1457757514372349, 0.18857646491728375, 0.3789519481587469, 0.12020985510188331]",Find a bar with low prices and contactless payment.,1.0,1.0,-0.07563483421913375,0
104,"[0.17937110110147003, 0.7012733644787716, 0.4158204122167675, 0.708763376696071, 0.715641204363525, 0.5266542323082037]",Could you help me find a low-priced bakery nearby?,0.5,1.0,-0.0899253452601041,1
105,"[0.16114409992838263, 0.22410528174343747, 0.9994425422396087, 0.32575697476411924, 0.9001026903491466, 0.427859802027718]",Could you please find a high-end bakery nearby?,1.0,1.0,-0.10071764100253766,0
106,"[0.20633040992150217, 0.37, 0.85, 0.23, 0.64, 0.27]","Could you, like, point me to a low-priced bar with around 3.5 stars?",0.0,1.0,-0.0752806080949675,1
107,"[0.11879171347952643, 0.98, 0.98, 0.5, 0.29, 0.39]","Hey, could you show me a cheap bakery, yeah?",0.8,1.0,-0.0998080411821144,0
108,"[0.33459143547034687, 0.09, 0.85, 0.23, 0.51, 0.26]","Could you point me to a bar with low prices and contactless payment, rated around 3.5?",0.4,1.0,-0.07812864476321191,1
109,"[0.14626392777854846, 0.4, 0.29, 0.49, 0.08, 0.64]",Locate a medium-priced bakery nearby.,1.0,1.0,-0.09025987585216966,0
110,"[0.02137094567216058, 0.15, 0.25, 0.24, 0.38, 0.4]",Please guide me to a high-end bakery that accepts cards.,1.0,1.0,-0.10182319558011454,0
111,"[0.023695561672792326, 0.43, 0.36, 0.16, 0.23, 0.39]","Locate a restaurant with contactless payment and parking, alright?",1.0,1.0,-0.07201665566733129,0
112,"[0.05512027136621607, 0.16, 0.82, 0.24, 0.48, 0.41]","Direct me to a bar with decent parking, card accepted, and medium prices.",0.4,1.0,-0.07145705089809595,1
113,"[0.18841595316554013, 0.4, 0.26, 0.24, 0.38, 0.64]",Find a nearby bakery that’s cheap.,1.0,1.0,-0.08820934433121264,0
114,"[0.046241942042600084, 0.42, 0.29, 0.23, 0.29, 0.39]",Find a bakery with decent parking and medium prices.,1.0,1.0,-0.076497895986947,0
115,"[0.09216513133678783, 0.4, 0.25, 0.9, 0.38, 0.64]",Kindly guide me to a high-end bakery nearby.,1.0,1.0,-0.10510393916352956,0
116,"[0.3726191804931632, 0.17, 0.85, 0.23, 0.51, 0.27]",Could you direct me to a low-cost bar with contactless payment?,1.0,1.0,-0.08317974826815089,0
117,"[0.10624392249557862, 0.14, 0.98, 0.09, 0.29, 0.39]",Find a supermarket with medium prices and parking.,1.0,1.0,-0.07480808737920075,0
118,"[0.1210095884017623, 0.19, 0.23, 0.81, 0.56, 0.9]",Could you kindly guide me to a museum that has available parking?,1.0,1.0,-0.0982142447218578,0
119,"[0.1430210446212634, 0.4, 0.25, 0.9, 0.38, 0.64]",Could you please locate a high-end restaurant nearby?,1.0,1.0,-0.0843352191523199,0
120,"[0.16399144564006313, 0.16, 0.93, 0.24, 0.51, 0.41]","Could you, like, point me to a low-priced bakery nearby?",0.9,1.0,-0.0938023983554237,0
121,"[0.06395508025367524, 0.44, 0.36, 0.48, 0.23, 0.39]",Could you locate a supermarket with card payment and available parking?,1.0,1.0,-0.0892136388962802,0
122,"[0.07243196057971182, 0.16, 0.82, 0.25, 0.29, 0.39]",Locate a high-end bar that takes credit cards.,1.0,1.0,-0.09115624525685129,0
123,"[0.08475659556042742, 0.41, 0.26, 0.23, 0.38, 0.27]","Locate a medium-priced bakery, alright?",1.0,1.0,-0.09331064648903964,0
124,"[0.008127711347266559, 0.42, 0.56, 0.23, 0.29, 0.39]","Find me a bakery that's medium-priced, alright?",1.0,1.0,-0.09449325011696619,0
125,"[0.008277862863698332, 0.48, 0.97, 0.23, 0.3, 0.39]","Find a high-end bakery nearby, will ya?",1.0,1.0,-0.10397719327211985,0
126,"[0.5885879775824414, 0.47082385407989163, 0.6615570558220094, 0.5625172710674636, 0.5059619984304546, 0.7350320844547391]",Can you find an Indian restaurant with cash payment and a 4-star rating?,1.0,1.0,-0.052547808145824715,0
127,"[0.9145929588583974, 0.48079434447178987, 0.3475138313553843, 0.1305998914787255, 0.7435872470578343, 0.9803554506971126]","Find a bar with mobile payment and parking, 5 stars.",0.4,1.0,-0.06546691725667686,1
128,"[0.5494717690937017, 0.2181929615978474, 0.8264101547385715, 0.7635101613698693, 0.2368447760659807, 0.4233890234067179]","Please find a high-rated hotel with available parking, accepting credit cards.",1.0,1.0,-0.06479270188635733,0
129,"[0.7229826969135504, 0.16439401904163736, 0.7705135682522158, 0.5923580248152391, 0.9867371852716653, 0.7421750863954812]",Could you guide me to a museum with a 4.5 rating?,1.0,1.0,-0.08795246876173302,0
130,"[0.9786819586381159, 0.13700571910219306, 0.9825705382508815, 0.8348383819264066, 0.710055294130724, 0.11804385333857464]",Could you please guide me to a medium-priced Indian cafe with a perfect rating?,1.0,1.0,-0.08379682239926078,0
131,"[0.4706578409718072, 0.7389880725049387, 0.732365327756357, 0.64425372186449, 0.42668016243536655, 0.9795720819338894]",Find me a medium-priced hotel with a 4-star rating and parking.,1.0,1.0,-0.0500140918100761,0
132,"[0.16228720283890358, 0.6759228302536863, 0.8532215200372842, 0.3406367052520709, 0.22409873566632846, 0.4974441612406121]","Yo, find me a cheap bakery, will ya?",1.0,1.0,-0.09719861063079593,0
133,"[0.24119222949821228, 0.6146535603786116, 0.12617926266508023, 0.3086321689796104, 0.3518541514068242, 0.3751868468607149]","Find a high-priced Japanese restaurant with contactless payment, 3.5 stars.",1.0,1.0,-0.07059038351135638,0
134,"[0.5783733183969109, 0.5875677556996795, 0.4174731341135044, 0.888323771926528, 0.4207009572683167, 0.4728177806162149]",Could you please find a museum with a 4-star rating?,1.0,1.0,-0.07494044357043617,0
135,"[0.6824352323500238, 0.6774386095396611, 0.44209906304834096, 0.24666680734465893, 0.48952701117942093, 0.05689665828427476]","Hey, find me an Italian cafe, credit card okay, 4.5 stars.",1.0,1.0,-0.06885175945601907,0
136,"[0.024190812602491785, 0.16, 0.82, 0.24, 0.48, 0.39]","Guide me to a high-end bakery with parking, card accepted.",1.0,1.0,-0.08014520589396534,0
137,"[0.04396271089915782, 0.23, 0.28, 0.9, 0.38, 0.65]",Please direct me to a high-end bakery nearby.,1.0,1.0,-0.10048435105001563,0
138,"[0.03952596044213508, 0.18, 0.35, 0.23, 0.15, 0.39]","Find a bar with decent parking, accepts credit card, medium prices.",0.4,1.0,-0.071238185730925,1
139,"[0.18503886077535137, 0.42, 0.01, 0.23, 0.51, 0.15]",Can you show me a low-priced bakery around here?,1.0,1.0,-0.09224810312249998,0
140,"[0.18021947833667706, 0.13, 0.85, 0.23, 0.51, 0.27]",Could you point me to a supermarket with affordable prices and card only?,1.0,1.0,-0.09673719223917465,0
141,"[0.0851803255889261, 0.4, 0.96, 0.15, 0.38, 0.64]",Direct me to an upscale bakery nearby.,1.0,1.0,-0.09951950119941877,0
142,"[0.2230287550842347, 0.13, 0.85, 0.23, 0.51, 0.27]","Could you point me to a bar with a decent rating, perhaps on the pricier side?",0.5,1.0,-0.09110912130181004,1
143,"[0.028800660967606695, 0.28, 0.36, 0.73, 0.24, 0.39]",Could you guide me to a premium supermarket that accepts credit cards and has parking available?,1.0,1.0,-0.09037812628101649,0
144,"[0.07696310446892284, 0.37, 0.85, 0.23, 0.64, 0.27]","Hey, can you show me a bakery with low prices?",1.0,1.0,-0.09204374796029602,0
145,"[0.12113689733742927, 0.42, 0.31, 0.9, 0.38, 0.64]",Could you please find a high-end bakery nearby?,1.0,1.0,-0.10071764100253766,0
146,"[0.17305374137493257, 0.47, 0.97, 0.24, 0.48, 0.4]","Locate a decent bar that accepts cash, alright?",1.0,1.0,-0.08270653242873116,0
147,"[0.06079101532591183, 0.29, 0.25, 0.9, 0.94, 0.64]",Could you kindly direct me to a high-end supermarket?,1.0,1.0,-0.10909044315024152,0
148,"[0.027788452190280796, 0.16, 0.36, 0.23, 0.23, 0.39]","Guide me to a cafe with decent parking, accepts credit cards, and has medium prices.",0.4,1.0,-0.07179126141217429,1
149,"[0.16561227882215815, 0.42, 0.1, 0.26, 0.64, 0.15]","Hey, can you show me a cheap restaurant that takes cash?",1.0,1.0,-0.06735309725115457,0
150,"[0.2519206832607349, 0.97, 0.85, 0.22, 0.51, 0.27]","Hey, can you show me a bar with mobile payment, like, 3.5 stars and medium prices?",0.4,1.0,-0.0834359929208226,1
151,"[0.03964010297066905, 0.4, 0.25, 0.22, 0.38, 0.39]","Find a high-end bakery nearby, will you?",1.0,1.0,-0.1041597689279774,0
152,"[0.08935582505382661, 0.13, 0.85, 0.23, 0.36, 0.27]",Locate a low-cost bar that takes contactless payments.,1.0,1.0,-0.07626355937681284,0
153,"[0.17005121892046804, 0.28, 0.46, 0.73, 0.94, 0.89]",Could you please help me find a high-end supermarket with sufficient parking? A credit card will be acceptable.,1.0,1.0,-0.08605004554666562,0
