Index,utterance,Fitness_answer_fitness,Fitness_content_fitness,Fitness_distance,Critical
40,"Navigate to a high-end hotel with mobile payment options, 4 stars.",1.0,0.9687078595161438,-0.0,0
41,Navigate to a high-end Vietnamese cafe you know that accepts credit cards.,1.0,0.832989513874054,-0.0,0
42,"Navigate a supermarket low prices, will ya?",1.0,0.8911634385585785,-0.0,0
43,Navigate to you know a hotel with mobile payment and good parking.,1.0,0.9687078595161438,-0.0,0
44,Navigate to a uh high-end supermarket with parking available.,1.0,0.7461632192134857,-0.0,1
45,Navigate to a low-priced supermarket that accepts mobil payments.,1.0,0.8911634385585785,-0.0,0
46,Navigate to hotel with 4.5 rating and parking.,0.7,0.6322984993457794,-0.0,1
47,Navigate to a high-priced German restaurant with contactless payment and a 3.5 rating.,0.2,1.0,-0.0,1
48,Could you please guide um me to a low-priced Vietnamese restaurant with mobile payment options and good ratings? Parking should be available.,1.0,0.9640928506851196,-0.0,0
49,Could you plese guide mi to a nearby museum?,1.0,0.9626623690128326,-0.0,0
50,"Navigate to a uh hotel with medium prices and contactless payment, alright?",1.0,0.9687078595161438,-0.0,0
51,"Navigate to a bakery, like, right uh now. Hurry up!",1.0,0.8752301037311554,-0.0,0
52,"Navigate to a low-priced supermarket nearby, please.",1.0,0.8911634385585785,-0.0,0
53,Navigate tue a high-priced Jerman cafe withe a 5-star rating. Contactless payment available and parking too.,0.2,1.0,-0.0,1
54,Navigate to a high-rated Indian cafe with credit card payment.,1.0,0.832989513874054,-0.0,0
55,"Navigate too a bakery nearby, please.",1.0,0.8752301037311554,-0.0,0
56,Navigate cafe with 4-star rating and contactless payment.,1.0,0.819362461566925,-0.0,0
57,Navigate tue a high-end bakery. Don't waste time.,0.2,0.0,-0.0,1
58,"Navigate to a hotel with a 3.5 rating, cache only.",0.7,0.784639984369278,-0.0,1
59,Navigate to you know a high-rated hotel that accepts credit cards.,0.4,0.784639984369278,-0.0,1
